ID,y1,y2,y3,x1,x2,x3
51001,-0.019509561825237554,3.5835893465633415,-0.5103178903140877,0.39924887236899886,2,2
51002,-0.5187181770766545,3.1457216174929856,1.4312477162273978,0.0745885170992222,1,1
51003,0.7182864991894885,1.2477150740631917,0.55715517016555,0.8384206400564835,1,2
51004,1.963799669342833,2.0282192098585297,4.454966192497198,0.7408312641529742,1,2
51005,-2.7944774350026145,-1.8245665312112465,2.0024535822519085,0.3061816418184038,2,1
51006,0.49384033022575413,-1.810708398885267,-1.4641306623990848,0.4184346899582625,2,1
51007,-2.094510444486203,1.8022179354361967,0.06717249560778782,0.41777877279046827,1,3
51008,1.0386947094781833,-1.0137083868107688,1.516403627712776,0.8461857795732382,2,2
51009,0.5601332951267486,2.294718964718862,1.45327487397443,0.8832620349141638,1,3
51010,0.569767355134716,-0.2686866992515381,6.44150621623225,0.5310805910171255,1,3
51011,-0.416699949685747,2.7148047200464323,2.8823174521757013,0.14420903942621255,2,2
51012,1.792270168688978,0.8463653244841889,10.737199487671747,0.11410955055834204,1,2
51013,-0.00637751065667036,0.7282907736770199,6.190662418448734,0.7949360805902257,1,1
51014,-1.1189082991034718,-0.1353138221842597,4.906742766950142,0.4453817054773943,2,2
51015,-0.0517226626663948,-3.9298853063936514,3.2236627837176384,0.8447453962335489,1,3
51016,0.4065900301526047,-0.9455808410486298,2.6977749927983736,0.8041668179526873,2,1
51017,0.31728871509747225,0.4941560529771096,10.11912986590809,0.8832620349141638,1,3
51018,-0.4261139069344442,-1.2300761003153233,0.4855615472356041,0.9530358042251961,1,3
51019,-0.9690135163879516,1.2125436812689505,4.813103538781741,0.3061816418184038,1,1
51020,1.9139160088710243,0.42326512793877424,4.789938298092828,0.43097031502071337,2,2
51021,-1.5387172031730483,-4.174118283812159,2.0677317467115013,0.7451537562497377,2,1
51022,0.5050310602602142,0.041147329425105794,3.4209229535772563,0.1239494035191413,1,1
51023,-0.7857208764328518,-3.0969189750726285,1.608734203567482,0.7408312641529742,1,3
51024,-1.0301197555504853,-4.03085064620159,2.946896829384012,0.7815059415092425,2,1
51025,-0.31236240588943376,-3.0051770257560624,3.185724118908221,0.8461857795732382,1,3
51026,-0.37026124156319384,-0.6644877746003605,-1.4908142298119345,0.4177508073657241,2,1
51027,-0.11555551016985155,-1.3408700879865143,1.2924839681293026,0.7408312641529742,2,2
51028,0.43463890507389763,0.3304651028361416,6.3457857565447675,0.23336096829947972,1,3
51029,2.5230367848435713,1.4594641130196258,4.732124835138897,0.014222160452881383,1,3
51030,-2.480039797750357,0.24879965479500254,0.019951460586230096,0.9400768562012962,1,3
51031,-2.181328292815026,-0.20866191030155834,3.3812994976493926,0.9807757686395033,2,2
51032,-2.7028324829393418,-4.014458811570672,0.42694225410530195,0.07667957222633226,1,1
51033,-0.7345690758009549,1.8697712611085429,8.754924922359166,0.3291775678691835,2,3
51034,2.5760274485885137,-2.547446491815526,1.8064776683608597,0.4177508073657241,2,2
51035,-2.188275514699458,-1.7215170397877255,5.700872764838841,0.9624975981045323,1,1
51036,-1.3425073891333748,-2.3804453015440554,2.127918272008421,0.39924887236899886,1,1
51037,1.1728215438966116,0.21254878268847477,2.325104340087889,0.36591596512831126,2,3
51038,-2.0592636098284225,-0.33791757652943766,4.772164143918408,0.3114690931905053,2,1
51039,2.823019603963998,-3.931185142469257,-3.51191588986079,0.5768880694093375,1,2
51040,-1.332715779456033,1.927862086342005,6.204789297468337,0.6209670427991933,1,3
51041,0.5766312650730911,-0.9442758843405155,-0.1850826275906492,0.37917506105081267,1,1
51042,-2.1316200437728767,0.08555218697063438,1.888153549562359,0.39924887236899886,1,1
51043,0.8909677683420812,-0.6067525985879503,0.3984094751010794,0.374407928430029,2,2
51044,1.3760950014048696,-3.5877038527950535,1.7339893404498774,0.6807841859280619,2,1
51045,1.164022220555301,-3.1375564566083507,-0.8219608129948694,0.41777877279046827,1,2
51046,1.3517784387680574,0.5366780522356914,5.065820270435274,0.09055479958077295,1,2
51047,0.802281806270724,1.453317062098205,1.0612422578177538,0.10012331987597678,1,2
51048,1.065868006546253,-0.9706748342222976,6.400970422369916,0.1239494035191413,1,1
51049,-0.78890165162518,1.6280553888100107,7.291835783849774,0.06353789581456382,2,2
51050,-0.523371418454204,-0.39395381416698605,1.1717210138323286,0.8207770070492757,2,3
51051,1.4187068714709314,0.736782084974261,-0.9563231250894385,0.1239494035191413,2,3
51052,3.124159898719238,2.824893066356312,0.5572415648302869,0.968952396026374,1,2
51053,3.3067474832198775,0.2254440234002449,5.86586888084881,0.007803609885228324,2,2
51054,-1.5400179981128947,-3.14811996170044,6.976951974192756,0.6870899535808668,1,3
51055,2.5331337414043023,-2.036874157533518,4.445060866129255,0.6255425628437512,2,3
51056,-0.7506995416504256,-6.431596980124775,-1.9170168460757995,0.09055479958077295,1,2
51057,0.7070527092405718,3.5769235805797353,3.572308467176451,0.3061816418184038,1,1
51058,0.7164937874511046,3.2986285833314994,5.506840625594642,0.03341274507749792,2,2
51059,-2.3904313488888045,-1.3935456580385173,-1.3456066051574604,0.7000720600874937,2,3
51060,-0.4010324002215866,-0.004424482914792846,0.834771050704076,0.7000720600874937,1,2
51061,-2.3652927481657624,0.08526800830281456,-1.8247947267832314,0.968952396026374,1,3
51062,-0.27921184333721816,-3.8757547801394834,-2.13306422284054,0.747477521978761,2,1
51063,-1.2498021225825453,-0.012502534170355739,2.4134109381965088,0.05203891079804479,2,2
51064,-0.69542422083066,-0.09697519678305166,2.5972030462316815,0.11410955055834204,1,1
51065,0.31177375446009986,1.49992035894032,3.58021148330233,0.9951020494731557,1,2
51066,-0.6961645017428436,-1.5532771421953973,1.2668198932022812,0.04671223077131503,1,1
51067,0.638721869213146,-0.043073970523610505,5.206986035018314,0.3114690931905053,2,1
51068,-0.2775000113065724,1.6376729823835043,5.6112055697151755,0.9951020494731557,1,1
51069,0.04607065963709278,0.30986860321782705,5.83472831195771,0.6870899535808668,2,2
51070,0.2927859764822973,-2.2792288309151365,3.036579567394989,0.6209670427991933,2,3
51071,-2.8908813749271975,-0.1989327689125142,4.5904996877759165,0.6544916757810046,2,2
51072,-0.6736294716395069,-0.5719676453076028,4.194173476153141,0.5511281539525112,2,3
51073,-3.222658517711322,0.053119626341970316,6.667875928056515,0.011748466011156866,1,2
51074,0.10178075035565581,0.02037301368043909,0.3878363048922747,0.7815059415092425,1,2
51075,0.45759749903094293,3.273095106795631,1.9654837259909683,0.29183590196163545,1,1
51076,1.4340435463621581,-4.7184305243816045,0.3034765688014459,0.8041668179526873,2,3
51077,-0.5393172319608013,-1.1698410899857394,6.37069289462742,0.8341042830995407,2,1
51078,-1.4109009960547496,0.8323847793204922,4.02023481337815,0.6935360776038013,1,1
51079,0.8136643162362431,-2.554148933627258,-2.5430926598872006,0.7439279747605994,1,3
51080,-2.845613101800523,1.214517394722633,6.710858860775309,0.6241862421883493,1,1
51081,-0.7421610905791476,-1.9089493621332565,3.3229502565558713,0.06353789581456382,1,1
51082,-0.6320747999812406,0.9812051100161361,5.362339953532741,0.6870899535808668,2,1
51083,1.8490118269334292,-4.076615223987351,-3.1261823122892087,0.7090400836945427,1,1
51084,0.8426269521236853,-2.89984828821006,2.2489579275468023,0.20361546604010017,2,2
51085,-1.1752562077171493,3.60759813136234,8.10494515646002,0.056005367742614,1,1
51086,-0.8265655267772082,-3.0201862685267953,2.9833833186930683,0.6255425628437512,1,2
51087,-1.9956800001596342,-0.12225585514494602,7.292952171673631,0.7815059415092425,2,3
51088,-2.6787738179598115,0.5651884829244764,5.45328766071015,0.961737052014308,1,2
51089,-1.1920701401636735,0.7590379812985858,4.885509491543875,0.9400768562012962,1,3
51090,0.2229294381875098,-1.8807300644904066,4.739501121188876,0.0495271259036274,1,2
51091,-2.3952765899835375,0.9560362401743997,4.4872335806585975,0.8341042830995407,2,2
51092,-1.1044308205057034,-6.148272934623052,5.918869778450406,0.9530358042251961,1,3
51093,-1.8947527049732058,-0.31373978892583887,4.869310437489391,0.39924887236899886,1,2
51094,-2.5993023652635796,-6.7817456611220415,0.09339755274575662,0.6386252906953478,2,2
51095,-2.7146356628723707,-9.363781630124425,-2.9035724185380394,0.13308276965098065,2,1
51096,-0.6535399843138625,-4.582362921285692,1.4812526759431823,0.9909526115774516,1,2
