ID,y
1,0.7337192418203883
2,0.16121510608140577
3,0.7656249032781007
4,0.8734424598645162
5,0.49911900242119733
6,0.7984423653961278
7,0.8573561150592844
8,0.6778809187907515
9,0.776100877109136
10,0.9692674634424585
11,0.5470807774941825
12,0.2842137062817137
13,0.5007387638316121
14,0.3737117500275538
15,0.9863062659590889
16,0.0677838391737053
17,-0.05362881592701238
18,0.5567424705054304
19,0.6732864409194812
20,0.6795646423513404
21,0.05488432109145011
22,0.610051997054006
23,0.5355927727823555
24,0.692357705407076
25,0.7084543609787362
26,0.5835062557630539
27,0.6004150490371962
28,1.0053173595388714
29,0.8974472414957745
30,0.707482147870465
31,0.4594537784315127
32,0.7651902685030004
33,0.7495371311244264
34,0.4424287204118359
35,0.5762163232206551
36,0.2923616728390187
37,0.4146819722798717
38,0.3331849477151475
39,1.073240455154824
40,0.7535459521377306
41,0.6641530655756904
42,0.2407116984159272
43,0.9914147576724598
44,0.3248270914660806
45,0.7330467315837911
46,0.9970107268904975
47,0.7030030006033755
48,0.4454248495316524
49,0.24872499136437168
50,0.030384882243768688
51,0.37460356035858344
52,-0.24033403012983368
53,0.8298741354295602
54,0.3310205318849443
55,0.9059458649842306
56,0.18999067324955554
57,0.7704895219643151
58,0.006979248851730624
59,0.7106528730706466
60,0.6520739367463882
61,0.3330354470549476
62,-0.07103495367854304
63,0.28248596319325436
64,0.8906085526645924
65,0.4895178112562015
66,0.6684047124911209
67,0.7292138849984159
68,0.019016223765856783
69,-0.0469760811974681
70,0.466675083302736
71,0.2860241842812311
72,0.40976229971004396
73,0.24501524147847356
74,0.372279383947162
75,0.1737977016892004
76,0.7165029032409498
77,0.537820967712761
78,0.4048211093235343
79,0.7843305319046775
80,0.9249647973254211
81,0.10392071440752428
82,0.7001127080405743
83,0.581668367845175
84,0.7590384661718055
85,0.9888667456965369
86,0.5697759917080865
87,0.8709759043049943
88,0.18094152205804565
89,0.2533781643278651
90,0.5240983234800363
91,0.5917378312905122
92,1.0778799281832607
93,0.28240798514420873
94,0.59887183117395
95,0.735563763794021
96,0.9629005532579477
97,0.5796075045247108
98,0.866673830399934
99,0.17962976326099533
100,0.690722336981841
101,0.14385217100653439
102,0.6033899298389667
103,0.712500435099579
104,0.9367727957902185
105,0.3973086880785901
106,0.6772657118964844
107,0.6726229260097442
108,0.9974934214613053
109,0.27261668927375504
110,0.9535646340016773
111,0.9276510743879539
112,0.09490512769391342
113,0.5085151925875748
114,0.7283336351796644
115,0.8239852369134717
116,0.6985950407215913
117,0.3794352657612361
118,0.4414615443800668
119,0.9118072875760714
120,0.5400977389088805
121,0.8424105300923166
122,1.0059578326099352
123,0.3077750296659224
124,0.9008963239858886
125,0.5102282252672325
126,0.8316362650228223
127,0.5809198547175013
128,0.25366769896670155
129,0.12556586821211474
130,0.26816865899744974
131,0.17560498711977235
132,0.6533632849788008
133,1.007371954587555
134,0.20149973409646255
135,1.029268656171795
136,0.3001732792302316
137,0.47919572133484767
138,0.09854946109256256
139,0.8314726000387668
140,0.3564493639530383
141,1.007540239719611
142,0.5963543009340965
143,0.4752200528041002
144,0.297969500768637
145,0.6349448346142437
146,0.8173703701205474
147,0.43280360879448276
148,0.8731722114347146
149,0.3106779126278281
150,0.4988280078174177
151,0.6784281868875193
152,0.9150408374907771
153,0.9507820631602156
154,0.8900856259238591
155,0.5975539425947614
156,0.4613979892542547
157,0.8827937686625474
158,0.5119158431724801
159,0.937193638119846
160,0.5967662876340447
161,0.5432161580953968
162,0.7860029947020113
163,0.6728335998503511
164,0.976189191327983
165,0.5819895227438446
166,0.7299877164036058
167,0.14597127003487437
168,0.9630713574521088
169,0.565756221957224
170,1.0233531712329789
171,0.9434973631759064
172,0.31584126816416286
173,0.1444528880869634
174,0.7085548006829345
175,0.1671242702795704
176,0.3691086002488862
177,0.9021347398853417
178,0.7971400304503674
179,0.5589401602597963
180,1.0945961499043981
181,0.7978415718870318
182,0.5107169887856479
183,0.5145260772825189
184,0.5007366959705274
185,0.1830123687223031
186,0.5189634863006553
187,0.9901660532706582
188,0.7320688120336691
189,0.7138902276097506
190,0.9766870487987793
191,0.22527310683239277
192,0.8551060364360312
193,0.8933645834891336
194,0.45469958722251913
195,0.9811741860737428
196,0.11801736423495993
197,0.7439530267507349
198,0.538389572524399
199,0.8710528531096389
200,0.7603832733846352
201,0.9531165102030031
202,0.8108100417456545
203,0.6837139574316925
204,0.7233835079056101
205,0.9159482604159664
206,0.6224243586616288
207,0.9015285203546177
208,0.6144815539727125
209,0.6365314044405205
210,0.4905200655812495
211,0.08060445941348986
212,0.41915075380512307
213,0.12202585968477876
214,0.6727340028436755
215,0.8866739894750857
216,0.6777781676644195
217,0.47244479250900673
218,0.45801277827389303
219,0.6383047494317899
220,0.29053079693039346
221,1.055874225421915
222,0.7517495192074554
223,0.5746064414608263
224,1.093715854072333
225,0.06381998815053663
226,0.8413151106001173
227,0.7091003264224341
228,0.8097023000799977
229,0.2675377816230795
230,0.7139843254704289
231,0.1367148320028652
232,0.3666109051273681
233,0.16540919194283246
234,0.6675828603452734
235,0.9237709595605101
236,0.76542423304018
237,-0.01352106966905589
238,0.1930917036466044
239,0.1168187714798872
240,0.8506721292664198
241,0.7221972434594706
242,0.6671251801047251
243,0.9285225132356527
244,0.03508751054755513
245,0.41840202896192213
246,0.2793381278930749
247,0.804475675454044
248,0.6681572850815245
249,0.8470251827948021
250,0.6688405063972629
251,0.5149250442201183
252,0.639111906227353
253,0.019690070585171533
254,0.09371567223234462
255,0.7851036365136457
256,0.7709316548786773
257,0.9511985702130944
258,0.9361816030676285
259,0.03042417588466425
260,1.1937402830182202
261,0.8226687524527104
262,0.3813154533278715
263,0.5607721287929118
264,1.1286074276067206
265,0.7610164385851365
266,0.94499101489731
267,0.5849323364633511
268,0.1304632045323309
269,0.8053477759704235
270,0.5267023526119464
271,0.4161368932079694
272,0.9096355213689135
273,0.5785057195832177
274,0.13965849675545025
275,0.8596287373071602
276,0.2574817596241149
277,0.39494827123180404
278,-0.04632558189368763
279,0.665369049045002
280,0.3493072155668276
281,0.8679798869251926
282,0.722724794305424
283,0.1736915347239864
284,0.7879796772505003
285,0.6879212227802668
286,0.6941534256413576
287,0.341507666154034
288,0.7334934254742692
289,0.2521188953419929
290,0.6603427280805365
291,0.9249205799043976
292,0.7627319902192459
293,0.3647564446586644
294,0.7217065780531753
295,0.5719619257905403
296,0.39758726563009167
297,0.50824998678037
298,0.017945005691114686
299,1.0304024964633087
300,0.6100729752799734
301,0.6861302013467565
302,0.6992088632006441
303,0.8865261883008917
304,0.8925043887262265
305,1.0304051918891555
306,0.6405828607800437
307,0.47283030799387543
308,0.8932063025672567
309,0.40437837079736827
310,0.19975672422486046
311,0.7299796109198634
312,0.4463040991522984
313,0.779218643332664
314,0.5878675241579312
315,0.6549217729359899
316,1.0036822650319708
317,1.1595078202268958
318,0.369437801976267
319,0.26524952712923
320,0.7825805073194407
321,0.9008407854424099
322,1.0074505644077214
323,0.19721411002160436
324,0.8553777476137748
325,0.7763079515916731
326,0.8178934316349962
327,0.18319631053464247
328,0.4690946319927207
329,0.41426281494225115
330,1.01534623667309
331,-0.050687649654033634
332,0.30384542547838794
333,0.695916929613012
334,0.6055249937107358
335,0.5574828962053464
336,0.5537404780935151
337,0.7431582254740052
