ID,y,BV
584,5.442359988903052,8.461306136061138
585,-1.8886715212681473,-2.34336062579131
587,7.158358726334667,6.974822400799119
588,3.436619250091907,0.9332301822615396
589,8.060617109240173,5.030534496139481
590,-0.8397151748854939,1.5517872953697738
591,-2.223096097366847,2.175498430527477
592,4.051707660329956,0.8325332420882574
593,-0.43228342315174784,-2.8766960718659846
594,12.462620936672018,10.595508136658417
595,8.103579473721377,9.225040449374607
596,-2.1439535002528722,-0.3027781969083999
597,8.427816144542152,2.483962760530023
598,7.016008803694271,4.383269086245028
600,2.8526155122652526,8.852406377841172
601,11.160428648241702,9.199098576009426
602,5.801914531590337,8.053546598410165
603,14.243508263330614,8.90794737038137
604,18.27798151253328,12.223679507217259
605,12.67469086180106,8.496886277579538
607,18.36257393947102,10.773824521282675
608,13.729216600923937,7.392273965147799
609,4.670819448864334,4.034600172074104
610,-1.9892999721251812,4.700844489699729
611,9.572218075007644,4.5348145863554015
612,13.725537819140389,12.084291112501955
613,4.016503925087318,5.652912490876982
614,12.726221301934698,11.169007772545985
615,19.686631640416543,13.904236643656123
616,11.58184857245385,14.447379118847637
617,7.262778835901065,9.211905753269058
618,7.1457860963312205,6.7587718289426375
619,3.3498428635475093,5.041607718038843
620,6.546574507873563,10.217275437321069
621,6.714711038847042,8.230680751760692
622,11.923091195406272,10.870978633197542
623,9.258078087262527,7.168926402448188
624,-1.4247582162835166,-0.592831836048074
625,7.501959826847985,2.4976385758192055
626,12.115259445909674,7.977811091586943
627,6.661948951435949,5.495408083500211
628,-0.6298134395662403,2.6476082784845416
630,9.8504012215494,4.181063171288774
631,14.095202892196678,9.174516961132122
632,13.481497344458472,7.308826935405555
633,6.114882340686079,5.242031262161737
634,14.953596019890089,9.331754233483885
635,7.368931318938958,11.91774394568998
636,11.36596073274001,10.185805746308837
637,2.634182590728095,10.782727979586124
638,12.960466553915287,13.926780155702435
639,7.895833061728867,10.772433210977916
640,4.037147005377092,5.696139296442632
641,6.8361197397691065,12.01901234895291
642,4.45269741115182,8.568597519230595
643,1.1868263753986743,4.555945831945731
644,11.246057782393663,12.411884078212182
645,-1.008939352713953,4.594731490596613
649,2.800450918949874,10.248456870103192
886,6.765001945829229,12.089666948147883
887,1.8926933233028413,4.522432140045115
888,12.087640626800018,12.566390831476944
889,12.561485990593814,11.048313221554029
890,6.860548053773416,9.19153156130689
891,8.367603930853695,3.3239732542729157
892,2.1953842025551316,2.403073097234517
893,-1.3812381847575481,1.2308594694807593
894,8.945926569529748,9.325287546593314
895,-4.736677021029582,7.164045325163187
896,7.91390432426041,7.555608842409622
897,16.869341437897454,11.68200177362115
898,18.026054542334048,17.465955515893828
899,1.3788207032212023,7.9966970293317505
958,4.88667372282607,2.7794885555009867
1009,9.124468927404745,8.057541163521435
1113,11.956448037817292,8.227950130626116
1114,-3.4087064919930246,2.2912607899093027
1116,7.4148385127274885,5.222226380358261
1117,3.303113674315584,6.6880007594513655
1118,11.501123879219742,9.98322786369271
1136,20.71583161017558,18.26511334894927
1267,-3.9428217675705053,4.000895745868715
1280,-2.2697581030969443,-0.055250731481281234
1305,16.999567577194178,7.734543379277189
1312,-5.121882440304864,-0.5761227297767353
1313,-2.234483916914676,-0.9590793986263688
1318,12.186525942260268,11.221379985208445
1319,3.086886864790851,2.3363641984365806
1321,4.973522150984997,1.9995180707291909
1322,14.671946836455772,9.006413023422844
1328,14.1859725557158,9.161329607137779
1341,7.771687149857498,4.567537214705197
1342,3.0501746518438138,6.4739743262445915
1390,17.876577387714928,11.691394138667043
1391,14.798358688543615,7.709751964978438
1393,10.308293211061976,8.903769969281422
1394,2.420314352081345,6.920620398642255
1401,8.481211948589948,7.595511476307908
1404,10.053878020451123,12.122693037088153
1406,0.14110647506986573,-0.4657165410863289
1408,13.599367068605506,8.217189370847542
1409,11.107711204721475,10.66671498320846
1412,13.683174677926432,5.332965729193424
1413,6.243097227901636,6.014932136409241
1415,14.952379920363983,8.120029813764551
1416,13.423898761312548,6.870918037658466
1417,13.956727033525416,13.073760139772252
1419,14.728102977486062,10.12035316097443
1425,1.3688431876196399,7.207636196146267
1427,11.435790272603871,6.005287176471314
1429,10.935443316293078,10.27476114659635
1430,5.876836288646243,7.270883203966629
1431,6.317654221721525,4.674288692504011
1435,10.122227273717371,12.39220195974548
1438,13.640900598974373,3.753691626422163
1441,4.524722756636114,2.2961873439697285
1443,9.286917837835944,10.063638144555869
1449,4.0912975935220635,8.675236420956995
1452,14.75888899379145,13.386686372580975
1455,2.3179210812282087,4.508667125110668
1457,-5.444045225174701,3.316793254316192
